stop_id,stop_name,stat,okres
54828,Eck,D,
66985,"Egglfing a.Inn,,ZOLL",D,
65613,"Eindhoven,,JF Kennedylaan/Limbopad",NL,
49552,"Ejpovice,,sklady",CZ,RO
7675,Ejpovice,CZ,RO
52761,"Elten,,ZOLL",D,
54823,Engelshütt,D,
7677,"Enschede,,Centraal Station",NL,
53072,Eppenschlag,D,
63624,"Erfurt,,Hbf",D,
67893,"Erfurt,,Kurt-Schumacher-Straße",D,
7678,Erkersreuth,D,
7680,"Erpužice,Malovice",CZ,TC
65057,"Erpužice,,u hřiště",CZ,TC
7679,Erpužice,CZ,TC
7682,"Ervěnice,,záv.ČSA",CZ,MO
52031,"Eschlkam,,Cafe Bayerwald",D,
52030,"Eschlkam,,Gasthaus Post",D,
7686,"Eš,,Červený Mlýn",CZ,PE
7684,Eš,CZ,PE
9407,"Evaň,Horka",CZ,LT
7687,Evaň,CZ,LT
65766,"Fagaras,,Rompetrol Gas station",RO,
64651,"Falkenstein im Weinviertel,,Marktplatz",A,
64530,Fällenrechen,D,
7703,"Felbabka,,rozc.",CZ,BE
7702,Felbabka,CZ,BE
66139,"Firenze,,Parcheggio Villa Costanza",I,
64937,"Flensburg,,Scandinavian Park",D,
44384,"Folkestone,,ZOLL",GB,
52406,"Forbach,,ZOLL",F,
57031,"Frahelž,,obec",CZ,JH
7756,Frahelž,CZ,JH
7761,"Francova Lhota,Pulčín",CZ,VS
7757,"Francova Lhota,,škola",CZ,VS
7758,"Francova Lhota,,u lávky",CZ,VS
7759,"Francova Lhota,,u Pavlíků",CZ,VS
7760,"Francova Lhota,,u Raisů",CZ,VS
66177,"Frankfurt am Main,,Fernbusbahnhof Stuttgarter Str.",D,
57730,"Frankfurt am Main,,Flughafen Charterbusspur P32",D,
7766,"Frankfurt am Main,,Hbf Mannheimer Str.",D,
7769,"Františkov nad Ploučnicí,,Ostrý",CZ,DC
7770,"Františkov nad Ploučnicí,,pila",CZ,DC
7771,"Františkov nad Ploučnicí,,Valkeřické rozc.",CZ,DC
7772,"Františkov nad Ploučnicí,,záv.",CZ,DC
7775,"Františkovy Lázně,,Čs.armády",CZ,CH
7779,"Františkovy Lázně,Dolní Lomany,sídliště",CZ,CH
7778,"Františkovy Lázně,Dolní Lomany",CZ,CH
7773,"Františkovy Lázně,,Elektra",CZ,CH
7781,"Františkovy Lázně,Horní Lomany,domky",CZ,CH
7782,"Františkovy Lázně,Horní Lomany,škola",CZ,CH
7780,"Františkovy Lázně,Horní Lomany",CZ,CH
7783,"Františkovy Lázně,Krapice,Dvoreček",CZ,CH
7784,"Františkovy Lázně,Krapice,Lužná",CZ,CH
7785,"Františkovy Lázně,Krapice,rozc.",CZ,CH
7774,"Františkovy Lázně,,městské sady",CZ,CH
7787,"Františkovy Lázně,Slatina,záv.",CZ,CH
7786,"Františkovy Lázně,Slatina",CZ,CH
7776,"Františkovy Lázně,,V aleji",CZ,CH
7777,"Františkovy Lázně,,žel.st.",CZ,CH
7789,"Františkovy Lázně,Žírovice,návrší",CZ,CH
7790,"Františkovy Lázně,Žírovice,Seníky",CZ,CH
7791,"Františkovy Lázně,Žírovice,Stodoly",CZ,CH
7788,"Františkovy Lázně,Žírovice",CZ,CH
67390,Frathau,D,
66090,"Freiburg,,Zentrale Omnibusbahnhof (ZOB)",D,
7822,"Frenštát pod Radhoštěm,,Bezručova",CZ,NJ
52448,"Frenštát pod Radhoštěm,,Continental",CZ,NJ
7797,"Frenštát pod Radhoštěm,,Dolní",CZ,NJ
7799,"Frenštát pod Radhoštěm,,Kopaná u kaple",CZ,NJ
7800,"Frenštát pod Radhoštěm,,Kopaná u kříže",CZ,NJ
7801,"Frenštát pod Radhoštěm,,Kopaná u prádelny",CZ,NJ
7803,"Frenštát pod Radhoštěm,,mech.stř.",CZ,NJ
7802,"Frenštát pod Radhoštěm,,Místecká",CZ,NJ
7804,"Frenštát pod Radhoštěm,,Na špici",CZ,NJ
7805,"Frenštát pod Radhoštěm,,Papratná",CZ,NJ
7806,"Frenštát pod Radhoštěm,,pož.zbroj.",CZ,NJ
7807,"Frenštát pod Radhoštěm,,Pramen",CZ,NJ
7808,"Frenštát pod Radhoštěm,,rest.Na šenku",CZ,NJ
7809,"Frenštát pod Radhoštěm,,rest.Siberie",CZ,NJ
7810,"Frenštát pod Radhoštěm,,rozc.Helštýn",CZ,NJ
7811,"Frenštát pod Radhoštěm,,rozc.Horečky",CZ,NJ
7812,"Frenštát pod Radhoštěm,,rozc.Planiska",CZ,NJ
7814,"Frenštát pod Radhoštěm,,sídliště",CZ,NJ
7815,"Frenštát pod Radhoštěm,,sklady",CZ,NJ
7817,"Frenštát pod Radhoštěm,,u Braunů",CZ,NJ
36425,"Frenštát pod Radhoštěm,,u lávky",CZ,NJ
7818,"Frenštát pod Radhoštěm,,u mostu",CZ,NJ
7819,"Frenštát pod Radhoštěm,,u pily",CZ,NJ
7820,"Frenštát pod Radhoštěm,,u škol",CZ,NJ
7821,"Frenštát pod Radhoštěm,,U tírny",CZ,NJ
7823,"Frenštát pod Radhoštěm,,žel.st.",CZ,NJ
7824,"Frenštát pod Radhoštěm,,Žuchov",CZ,NJ
52284,"Fribourg,,Place St.Leonard",CH,
7830,"Fryčovice,,Chamrád",CZ,FM
7831,"Fryčovice,,koupaliště",CZ,FM
7832,"Fryčovice,,u bramborárny",CZ,FM
7833,"Fryčovice,,u Konečných",CZ,FM
7834,"Fryčovice,,u kříže",CZ,FM
7835,"Fryčovice,,Uhelný průzkum",CZ,FM
54473,"Frýdek-Místek,Frýdek,aut.nádr.",CZ,FM
7847,"Frýdek-Místek,Frýdek,Bruzovská",CZ,FM
66368,"Frýdek-Místek,Frýdek,Černá cesta-zahrádky",CZ,FM
55384,"Frýdek-Místek,Frýdek,černá cesta",CZ,FM
54851,"Frýdek-Místek,Frýdek,Dobrovského",CZ,FM
7836,"Frýdek-Místek,Frýdek,Lískovecká",CZ,FM
7837,"Frýdek-Místek,Frýdek,magistrát",CZ,FM
55385,"Frýdek-Místek,Frýdek,městský hřbitov",CZ,FM
7838,"Frýdek-Místek,Frýdek,myslivna",CZ,FM
7839,"Frýdek-Místek,Frýdek,Na Veselé",CZ,FM
55393,"Frýdek-Místek,Frýdek,Na Vyhlídce",CZ,FM
56637,"Frýdek-Místek,Frýdek,nemocnice",CZ,FM
50468,"Frýdek-Místek,Frýdek,Nová Osada",CZ,FM
54852,"Frýdek-Místek,Frýdek,Povodí Odry",CZ,FM
7842,"Frýdek-Místek,Frýdek,rest.U Gustlíčka",CZ,FM
7843,"Frýdek-Místek,Frýdek,rest.U Hučky",CZ,FM
55387,"Frýdek-Místek,Frýdek,rest.U lesa",CZ,FM
7844,"Frýdek-Místek,Frýdek,Revoluční",CZ,FM
7840,"Frýdek-Místek,Frýdek,rozc.k Válc.pl.",CZ,FM
7841,"Frýdek-Místek,Frýdek,rozc.u školy",CZ,FM
7845,"Frýdek-Místek,Frýdek,sídliště",CZ,FM
64282,"Frýdek-Místek,Frýdek,Slezská",CZ,FM
64352,"Frýdek-Místek,Frýdek,Sportovní hala Polárka",CZ,FM
55386,"Frýdek-Místek,Frýdek,T.G.Masaryka",CZ,FM
7846,"Frýdek-Místek,Frýdek,ul.Dlouhá",CZ,FM
50467,"Frýdek-Místek,Frýdek,ul.Horní",CZ,FM
7848,"Frýdek-Místek,Frýdek,ul.Míru",CZ,FM
7849,"Frýdek-Místek,Frýdek,Válc.pl.aut.st.",CZ,FM
55388,"Frýdek-Místek,Frýdek,Válc.pl.podchod",CZ,FM
58108,"Frýdek-Místek,Frýdek,Zámecké náměstí",CZ,FM
7851,"Frýdek-Místek,Frýdek,žel.st.",CZ,FM
7850,"Frýdek-Místek,Frýdek,žst. Lískovec",CZ,FM
7883,"Frýdek-Místek,Chlebovice,kostel",CZ,FM
62763,"Frýdek-Místek,Chlebovice,průmyslová zóna",CZ,FM
7884,"Frýdek-Místek,Chlebovice,rozc.k dolu",CZ,FM
7886,"Frýdek-Místek,Chlebovice,střed",CZ,FM
7887,"Frýdek-Místek,Lískovec,Elis",CZ,FM
50469,"Frýdek-Místek,Lískovec,Hájek",CZ,FM
7888,"Frýdek-Místek,Lískovec,Marlenka",CZ,FM
53474,"Frýdek-Místek,Lískovec,pož.zbroj.",CZ,FM
7889,"Frýdek-Místek,Lískovec,samoobsluha",CZ,FM
50470,"Frýdek-Místek,Lískovec,U Hřbitova",CZ,FM
54854,"Frýdek-Místek,Místek,ALBERT HYPERMARKET",CZ,FM
7852,"Frýdek-Místek,Místek,Anenská",CZ,FM
7861,"Frýdek-Místek,Místek,Baseballové hřiště",CZ,FM
53465,"Frýdek-Místek,Místek,Beskydská",CZ,FM
55389,"Frýdek-Místek,Místek,ČSA věž.domy",CZ,FM
55390,"Frýdek-Místek,Místek,Domov seniorů",CZ,FM
7855,"Frýdek-Místek,Místek,Frýdlantská",CZ,FM
54856,"Frýdek-Místek,Místek,gymnázium",CZ,FM
7866,"Frýdek-Místek,Místek,Kino P. Bezruče",CZ,FM
7870,"Frýdek-Místek,Místek,Koloredovský park",CZ,FM
7865,"Frýdek-Místek,Místek,Krytý bazén",CZ,FM
65148,"Frýdek-Místek,Místek,Letná točna",CZ,FM
7860,"Frýdek-Místek,Místek,Letná",CZ,FM
7854,"Frýdek-Místek,Místek,Místecký les",CZ,FM
7862,"Frýdek-Místek,Místek,Mozartova",CZ,FM
7864,"Frýdek-Místek,Místek,Myslivečka",CZ,FM
55353,"Frýdek-Místek,Místek,Olešná",CZ,FM
54558,"Frýdek-Místek,Místek,Ostravská",CZ,FM
7856,"Frýdek-Místek,Místek,Palkovická",CZ,FM
63020,"Frýdek-Místek,Místek,Pavlíkova točna",CZ,FM
54855,"Frýdek-Místek,Místek,Pavlíkova",CZ,FM
7857,"Frýdek-Místek,Místek,Pod Puklí",CZ,FM
7858,"Frýdek-Místek,Místek,poliklinika",CZ,FM
54474,"Frýdek-Místek,Místek,Politických obětí",CZ,FM
7859,"Frýdek-Místek,Místek,Příborská",CZ,FM
64424,"Frýdek-Místek,Místek,Riviéra",CZ,FM
7867,"Frýdek-Místek,Místek,SOŠ",CZ,FM
7868,"Frýdek-Místek,Místek,Štandl",CZ,FM
51616,"Frýdek-Místek,Místek,TESCO",CZ,FM
7871,"Frýdek-Místek,Místek,u Škuty",CZ,FM
7872,"Frýdek-Místek,Místek,u Václavíků",CZ,FM
7869,"Frýdek-Místek,Místek,17.listopadu",CZ,FM
55391,"Frýdek-Místek,Místek,8.ZŠ",CZ,FM
54853,"Frýdek-Místek,Nové Dvory,Frýdecká skládka",CZ,FM
55392,"Frýdek-Místek,Nové Dvory,Pavlík",CZ,FM
7874,"Frýdek-Místek,Skalice,kostel",CZ,FM
7875,"Frýdek-Místek,Skalice,kult.dům",CZ,FM
7876,"Frýdek-Místek,Skalice,škola",CZ,FM
7877,"Frýdek-Místek,Skalice,u vrby",CZ,FM
7878,"Frýdek-Místek,Skalice,Záhoří",CZ,FM
7880,"Frýdek-Místek,Zelinkovice,Nová osada",CZ,FM
7881,"Frýdek-Místek,Zelinkovice,transf.",CZ,FM
7879,"Frýdek-Místek,Zelinkovice",CZ,FM
7920,"Frýdlant nad Ostravicí,,Beskyd",CZ,FM
7923,"Frýdlant nad Ostravicí,Lubno,Horyl",CZ,FM
7924,"Frýdlant nad Ostravicí,Lubno,nad kempinkem",CZ,FM
7925,"Frýdlant nad Ostravicí,Lubno,rozc.Malenovice",CZ,FM
7926,"Frýdlant nad Ostravicí,Lubno,samoobsluha",CZ,FM
7910,"Frýdlant nad Ostravicí,,Na Vyhlídce",CZ,FM
7921,"Frýdlant nad Ostravicí,,Norma",CZ,FM
7908,"Frýdlant nad Ostravicí,Nová Dědina,Menšík",CZ,FM
7909,"Frýdlant nad Ostravicí,Nová Dědina,rest.",CZ,FM
53405,"Frýdlant nad Ostravicí,Nová Dědina,střed",CZ,FM
7927,"Frýdlant nad Ostravicí,Nová Ves,Ivánek",CZ,FM
7928,"Frýdlant nad Ostravicí,Nová Ves,kolonie",CZ,FM
7930,"Frýdlant nad Ostravicí,Nová Ves,mateřská škola",CZ,FM
7929,"Frýdlant nad Ostravicí,Nová Ves,most",CZ,FM
7912,"Frýdlant nad Ostravicí,,park",CZ,FM
7915,"Frýdlant nad Ostravicí,,pomník partyzán",CZ,FM
7916,"Frýdlant nad Ostravicí,,pošta",CZ,FM
7917,"Frýdlant nad Ostravicí,,rozhraní",CZ,FM
7919,"Frýdlant nad Ostravicí,,zahradnictví",CZ,FM
7922,"Frýdlant nad Ostravicí,,žel.st.",CZ,FM
7898,"Frýdlant,Albrechtice,odb.",CZ,LI
7899,"Frýdlant,Albrechtice,prodejna",CZ,LI
7890,"Frýdlant,,aut.nádr.",CZ,LI
58099,"Frýdlant,,Bělíkova",CZ,LI
7891,"Frýdlant,,Elitex",CZ,LI
64420,"Frýdlant,,Kodešova",CZ,LI
7892,"Frýdlant,,nem.",CZ,LI
7893,"Frýdlant,,odb.Údolí 1.2",CZ,LI
7894,"Frýdlant,,pod zámkem",CZ,LI
7895,"Frýdlant,,Tiba",CZ,LI
64195,"Frýdlant,,u hřbitova",CZ,LI
7896,"Frýdlant,,u Koruny",CZ,LI
64197,"Frýdlant,,Údolí dol.",CZ,LI
64196,"Frýdlant,,Údolí U rybníčku",CZ,LI
7904,"Frýdlant,Větrov,Lidový dům",CZ,LI
7905,"Frýdlant,Větrov,na kopci",CZ,LI
7906,"Frýdlant,Větrov,pož.zbroj.",CZ,LI
7897,"Frýdlant,,žel.st.",CZ,LI
1124,"Frýdštejn,Bezděčín",CZ,JN
14148,"Frýdštejn,Kaškovice",CZ,JN
7934,"Frýdštejn,,na Barborce",CZ,JN
7935,"Frýdštejn,,náves",CZ,JN
30135,"Frýdštejn,Roudný",CZ,JN
31477,"Frýdštejn,Sestroňovice,odb.",CZ,JN
31476,"Frýdštejn,Sestroňovice",CZ,JN
39929,"Frýdštejn,Voděrady",CZ,JN
7939,"Frymburk,Blatná",CZ,CK
7942,"Frymburk,Milná",CZ,CK
7943,"Frymburk,Svatonina Lhota",CZ,CK
7937,"Frymburk,,tábor",CZ,CK
7938,"Frymburk,,U Lískovců",CZ,CK
7944,"Frymburk,Vřesná,rozc.0.6",CZ,CK
7936,Frymburk,CZ,CK
23165,"Frymburk,Damětice,rozc.0.2",CZ,KT
7945,Frymburk,CZ,KT
7948,"Fryšava,,pošta",CZ,ZR
7949,"Fryšava,,u jedle",CZ,ZR
7951,"Fryšava,,u Peňázů",CZ,ZR
7947,Fryšava,CZ,ZR
7959,"Fryšták,Dolní Ves,střed",CZ,ZL
7960,"Fryšták,Dolní Ves,točna",CZ,ZL
7958,"Fryšták,Dolní Ves",CZ,ZL
67597,"Fryšták,,Holešovská",CZ,ZL
7961,"Fryšták,Horní Ves",CZ,ZL
7965,"Fryšták,,Lukoveček rozc.1.0",CZ,ZL
7952,"Fryšták,,Na špici",CZ,ZL
7953,"Fryšták,,nám.",CZ,ZL
7966,"Fryšták,Vítová,rozc.1.0",CZ,ZL
7967,"Fryšták,Vítová,točna",CZ,ZL
7968,"Fryšták,Vítová,u kříže",CZ,ZL
7957,"Fryšták,,Žabárna",CZ,ZL
7970,"Fulnek,,ČSSS",CZ,NJ
7973,"Fulnek,Děrné,rozc.",CZ,NJ
7974,"Fulnek,Děrné,střed",CZ,NJ
7975,"Fulnek,Děrné,u Hájků",CZ,NJ
7976,"Fulnek,Dolejší Kunčice,dolní",CZ,NJ
7977,"Fulnek,Dolejší Kunčice,střed",CZ,NJ
7978,"Fulnek,Jerlochovice,hor.konec",CZ,NJ
7979,"Fulnek,Jerlochovice,rest.",CZ,NJ
7980,"Fulnek,Jestřábí",CZ,NJ
7981,"Fulnek,Jílovec,střed",CZ,NJ
7986,"Fulnek,Lukavec,rozc.",CZ,NJ
7971,"Fulnek,,nám.",CZ,NJ
7987,"Fulnek,Pohořílky,střed",CZ,NJ
7988,"Fulnek,Stachovice,kostel",CZ,NJ
7989,"Fulnek,Stachovice,Křístek",CZ,NJ
7991,"Fulnek,Vlkovice,rest.",CZ,NJ
7992,"Fulnek,Vlkovice,u kříže",CZ,NJ
7993,"Fulnek,Vlkovice,u Vlčků",CZ,NJ
7972,"Fulnek,,žel.st.",CZ,NJ
7994,"Furth im Wald,,Bahnhof",D,
52036,"Furth im Wald,,Bayplatz",D,
52034,"Furth im Wald,,Blätterberg",D,
52035,"Furth im Wald,,Kötztingerstrasse",D,
7995,"Furth im Wald,,ZOLL",D,
8060,"Gedser,,Havn ZOLL",DK,
8099,"Geneve,,gare rout.-pl.Dorciere",CH,
8100,"Geneve,,gare rout.",CH,
8102,"Genova,,Piazza Vittoria",I,
8111,"Giraltovce,,AS",SK,SK
65356,"Gliwice,,dw.PKP",PL,
58553,"Gliwice,,Przystanek Międzynarodowy ul. Pionierów 8",PL,
8143,"Golčův Jeníkov,Kobylí Hlava",CZ,HB
8135,"Golčův Jeníkov,,nám.TGM",CZ,HB
8145,"Golčův Jeníkov,Nasavrky,rozc.1.3",CZ,HB
8144,"Golčův Jeníkov,Nasavrky",CZ,HB
8146,"Golčův Jeníkov,Olšinky",CZ,HB
8136,"Golčův Jeníkov,,park",CZ,HB
8137,"Golčův Jeníkov,,Ráj",CZ,HB
8148,"Golčův Jeníkov,Římovice,Budka",CZ,HB
8147,"Golčův Jeníkov,Římovice",CZ,HB
8150,"Golčův Jeníkov,Sirákovice,rozc.",CZ,HB
8149,"Golčův Jeníkov,Sirákovice",CZ,HB
8151,"Golčův Jeníkov,Stupárovice",CZ,HB
8139,"Golčův Jeníkov,,žel.st.rozc.",CZ,HB
8140,"Golčův Jeníkov,,žel.zast.",CZ,HB
8161,"Goričan,,ZOLL E65",HR,
60853,"Görlitz,,Busbahnhof",D,
19925,"Gornji Macelj,,ZOLL",HR,
63600,"Gorzyczki,,CLO D1",PL,
68287,"Göteborg,,Akareplatsen",S,
8166,"Göteborg,,Nils Ericsson Terminalen",S,
64587,Gotting bei Tiefenbach,D,
66143,"Graz,,P&R Webling",A,
51817,"Grenctale,,CLO",LV,
66905,"Grenoble,,Condillac-Universités",F,
8179,"Grešlové Mýto,,motorest",CZ,ZN
8181,"Grešlové Mýto,,u mostu",CZ,ZN
8182,"Grešlové Mýto,,žel.st.",CZ,ZN
67032,"Groß Särchen,,Bushaltestelle Hauptstraße (B96)",D,
64558,Großmisselberg,D,
66563,"Großschönau,,Bahnhof",D,
60963,"Großschönau,,Cafe",D,
60967,"Großschönau,,Jonsdorfer Straße",D,
60968,"Großschönau,,Oberdorf",D,
60969,"Großschönau,,Schießwiese",D,
60971,"Großschönau,,Trixi-Park",D,
60974,"Großschönau,,Weinhaus",D,
68160,"Großschönau,,ZOLL",D,
64554,Grub bei Rinchnch,D,
8186,"Gruna,,čekárna",CZ,SY
8189,"Gruna,,hrad Radkov",CZ,SY
8187,"Gruna,,Na Rychtě",CZ,SY
8187,"Gruna,,náves",CZ,SY
8188,"Gruna,,odb.0.3",CZ,SY
8188,"Gruna,,odb.",CZ,SY
8189,"Gruna,,rozc.1.5",CZ,SY
8190,"Gruna,Žipotín",CZ,SY
64556,Grünbichl,D,
8191,Grunta,CZ,KO
8193,"Gruškovlje,,ZOLL",SLO,
8195,"Grygov,,u parku",CZ,OL
8196,"Grymov,,kaple",CZ,PR
64565,Gumpenreit,D,
66942,"Gütersloh,,Hbf",D,
8202,"Győr,,aut.áll.",H,
8209,"Habartice,Háj",CZ,CV
58683,"Habartice,,CLO",CZ,LI
8214,"Habartice,,hor.ves",CZ,LI
8215,"Habartice,,rozc.Černousy",CZ,LI
8213,"Habartice,,st.hr.",CZ,LI
47814,"Habartice,,škola",CZ,LI
8216,"Habartov,,aut.st.",CZ,SO
8221,"Habartov,Čistá",CZ,SO
7464,"Habartov,Dukla",CZ,SO
8217,"Habartov,,Hornická",CZ,SO
8223,"Habartov,Kluč,MŠ",CZ,SO
8222,"Habartov,Kluč",CZ,SO
19028,"Habartov,Lítov",CZ,SO
8218,"Habartov,,Na Rovince",CZ,SO
8219,"Habartov,,sídliště",CZ,SO
8220,"Habartov,,škola",CZ,SO
8224,"Habartov,Úžlabí",CZ,SO
67393,Haberbühl,D,
8228,Habrovany,CZ,UL
8230,Habrovany,CZ,VY
8233,"Habrůvka,Josefov",CZ,BK
8232,Habrůvka,CZ,BK
8237,"Habry,,aut.st.",CZ,HB
8238,"Habry,,drůb.závod",CZ,HB
8243,"Habry,Frýdnava,podchod",CZ,HB
8244,"Habry,Kysibl,rozc.0.6",CZ,HB
52659,"Habry,,lihovar",CZ,HB
8245,"Habry,Lubno",CZ,HB
8239,"Habry,,na Páchu",CZ,HB
8240,"Habry,,sokolovna",CZ,HB
8249,"Habry,Zboží,rozc.0.8",CZ,HB
8250,"Habry,Zboží,závod",CZ,HB
8247,"Habry,Zboží",CZ,HB
8241,"Habry,,zem.závod",CZ,HB
8251,Habří,CZ,CB
8254,"Habřina,,střed",CZ,HK
8255,"Habřina,,škola",CZ,HK
8258,Hačky,CZ,PV
8261,Hadravova Rosička,CZ,JH
54825,Haibühl,D,
8269,"Háj u Duchcova,,Dolní Háj rozc.",CZ,TP
8270,"Háj u Duchcova,,Dolní Háj žel.zast.",CZ,TP
8268,"Háj u Duchcova,,Dolní Háj",CZ,TP
8271,"Háj u Duchcova,,Horní Háj",CZ,TP
53765,"Háj u Duchcova,,ObÚ",CZ,TP
8272,"Háj u Duchcova,,statek",CZ,TP
8273,"Háj ve Slezsku,,centrum",CZ,OP
8274,"Háj ve Slezsku,,drůb.záv.",CZ,OP
8277,"Háj ve Slezsku,Chabičov,rozc.",CZ,OP
8278,"Háj ve Slezsku,Jilešovice,náves",CZ,OP
8280,"Háj ve Slezsku,Lhota,škola",CZ,OP
8281,"Háj ve Slezsku,Smolkov,Jednota",CZ,OP
8282,"Háj ve Slezsku,Smolkov,Luční",CZ,OP
8276,"Háj ve Slezsku,,školní",CZ,OP
65318,"Háj ve Slezsku,,zdravotní středisko",CZ,OP
8283,Hajany,CZ,BO
8284,Hajany,CZ,ST
8293,"Háje nad Jizerou,Dolní Sytová,u mostu",CZ,SM
8292,"Háje nad Jizerou,Dolní Sytová",CZ,SM
8294,"Háje nad Jizerou,Loukov",CZ,SM
8295,"Háje nad Jizerou,Rybnice",CZ,SM
8291,Háje nad Jizerou,CZ,SM
51043,"Háje,,otočiště",CZ,PB
8289,"Háje,,šachta 16",CZ,PB
8288,"Háje,,šachta 21 rozc.0.8",CZ,PB
8290,"Háje,,šachta 21",CZ,PB
8297,"Hájek,,statek",CZ,KV
8296,Hájek,CZ,KV
8298,"Hájek,,rozc.0.5",CZ,ST
52546,"Hajnice,,DPS",CZ,TU
8315,"Hajnice,Horní Žďár,odb.Hajnice",CZ,TU
56927,"Hajnice,Horní Žďár,odb.",CZ,TU
8316,"Hajnice,Horní Žďár,Výšinka",CZ,TU
8309,"Hajnice,,Kyje",CZ,TU
8310,"Hajnice,,ObÚ",CZ,TU
8311,"Hajnice,,rozc.Maršov",CZ,TU
8313,"Hajnice,,rozc.Studenec",CZ,TU
8314,"Hajnice,,u rybníka",CZ,TU
66893,"Hajsyn,,AS",UA,
58439,"Halámky,,CLO",CZ,JH
8330,"Halámky,,host.",CZ,JH
24111,"Halenkov,Břežitá,konečná",CZ,VS
8339,"Halenkov,Černé,konečná",CZ,VS
8341,"Halenkov,Dinotice,u Děčků",CZ,VS
8340,"Halenkov,Dinotice,u Kršelských",CZ,VS
8342,"Halenkov,Dinotice,u Měrků",CZ,VS
8343,"Halenkov,Dinotice,u Svrčinů",CZ,VS
8344,"Halenkov,Dinotice,zámeček",CZ,VS
8336,"Halenkov,,farma",CZ,VS
24114,"Halenkov,Lušová,revír",CZ,VS
24115,"Halenkov,Lušová,u Halamíčků",CZ,VS
24116,"Halenkov,Lušová,u Kopeckých",CZ,VS
24117,"Halenkov,Lušová,u Kučerů",CZ,VS
8335,"Halenkov,,rozc.Dinotice",CZ,VS
8334,"Halenkov,,střed",CZ,VS
8338,"Halenkov,,U fabriky",CZ,VS
8337,"Halenkov,,U mostu",CZ,VS
8345,"Halenkovice,,dolina",CZ,ZL
8348,"Halenkovice,,Na Kopci",CZ,ZL
8346,"Halenkovice,,Pláňavy",CZ,ZL
8347,"Halenkovice,,pod kopcem",CZ,ZL
8349,"Halenkovice,,u mlýna",CZ,ZL
8350,"Halenkovice,,u svatých",CZ,ZL
8352,"Halič,,OcÚ",SK,LC
67331,"Halmeu,,ZOLL",RO,
58912,"Halmstad,,Regionbussterminalen",S,
8362,"Haluzice,,rozc.1.0",CZ,ZL
8361,Haluzice,CZ,ZL
67836,"Halyč,,AS",UA,
8367,"Halže,Branka",CZ,TC
8369,"Halže,Horní Výšina",CZ,TC
8371,"Halže,Svobodka,úpravna vody",CZ,TC
8370,"Halže,Svobodka",CZ,TC
8366,"Halže,,u školy",CZ,TC
8365,Halže,CZ,TC
8372,"Hamburg,,ZOB",D,
3128,"Hamr na Jezeře,Břevniště,otočka",CZ,CL
3129,"Hamr na Jezeře,Břevniště,u dubu",CZ,CL
8373,"Hamr na Jezeře,,nám.",CZ,CL
8375,"Hamr na Jezeře,,Zátiší",CZ,CL
11527,"Hamr,,Kosky",CZ,JH
11527,"Hamr,,Na kostkách",CZ,JH
8377,"Hamr,,sušárna",CZ,JH
8376,Hamr,CZ,JH
52677,"Hamr,,sídliště",CZ,MO
8379,"Hamr,,škola",CZ,MO
8378,Hamr,CZ,MO
8390,"Hamry nad Sázavou,,Frendlovský rybník",CZ,ZR
8391,"Hamry nad Sázavou,Horní",CZ,ZR
8392,"Hamry nad Sázavou,,kult.dům",CZ,ZR
8389,"Hamry nad Sázavou,,Leskovice",CZ,ZR
8393,"Hamry nad Sázavou,Najdek",CZ,ZR
8397,"Hamry nad Sázavou,Šlakhamry",CZ,ZR
8394,"Hamry nad Sázavou,,U hasičské zbrojnice Hamry",CZ,ZR
8395,"Hamry nad Sázavou,,u Kybkových",CZ,ZR
8382,"Hamry,,Ovčín odb.",CZ,CR
8383,"Hamry,,penzion",CZ,CR
8384,"Hamry,,Stráň",CZ,CR
8385,"Hamry,,host.",CZ,KT
8386,"Hamry,,rozc.1.0",CZ,KT
8387,"Hamry,,točna",CZ,KT
8388,"Hamry,,u kostela",CZ,KT
64435,"Handlová,,centrum",SK,PD
8409,"Handlová,,žel.nadjazd",SK,PD
8415,"Hannover,,ZOB",D,
8417,"Haňovice,,náves",CZ,OL
8418,"Haňovice,,ZD",CZ,OL
8420,"Hanušovce nad Topľou,,nám.",SK,VT
8421,"Hanušovice,,č.62",CZ,SU
8422,"Hanušovice,,kamenolom",CZ,SU
8424,"Hanušovice,,lesní a.s.",CZ,SU
8425,"Hanušovice,,Potraviny",CZ,SU
8430,"Hanušovice,Potůčník,záv.",CZ,SU
8426,"Hanušovice,,rozc.Habartice",CZ,SU
51093,"Hanušovice,,škola",CZ,SU
8427,"Hanušovice,,U rychty",CZ,SU
8428,"Hanušovice,,viadukt",CZ,SU
8431,"Hanušovice,Vysoké Žibř.,osada Sokol",CZ,SU
8432,"Hanušovice,Vysoké Žibř.,prodejna",CZ,SU
8433,"Hanušovice,Vysoké Žibř.,rozc.",CZ,SU
51410,"Hanušovice,Vysoké Žibř.,točna",CZ,SU
51415,"Hanušovice,,žel.st.",CZ,SU
8435,"Hanušovice,Žleb,rozc.",CZ,SU
8434,"Hanušovice,Žleb,U kaple",CZ,SU
67912,"Harkany,,Autóbuszállomás",H,
8443,"Harrachov,,aut.nádr.",CZ,JN
8444,"Harrachov,,centrum",CZ,JN
8445,"Harrachov,,CLO",CZ,JN
47835,"Harrachov,,Diana",CZ,JN
47833,"Harrachov,,Hábův most",CZ,JN
