stop_id,stop_name,stat,okres
3,"Aachen,,ZOLL",D,
53956,"Aalborg,,Busterminalen",DK,
10,"Abertamy,,Barbora",CZ,KV
8,"Abertamy,,nám.",CZ,KV
9,"Abertamy,,pila",CZ,KV
13,"Abertamy,Plešivec,rozc.3",CZ,KV
54821,"Absetz,,Gh.Tanneneck",D,
54826,Abzw.Ottenzell,D,
31,"Adamov,,Horka točna",CZ,BK
30,"Adamov,,Horka",CZ,BK
21,"Adamov,,III točna",CZ,BK
20,"Adamov,,III",CZ,BK
32,"Adamov,,Karlov",CZ,BK
22,"Adamov,,Kolonka",CZ,BK
24,"Adamov,,obchodní dům",CZ,BK
66338,"Adamov,Stará huť",CZ,BK
27,"Adamov,,závod",CZ,BK
29,"Adamov,,žel.st.točna",CZ,BK
28,"Adamov,,žel.st.",CZ,BK
23,"Adamov,,žel.zast.",CZ,BK
66697,"Adamov,,Dělnická",CZ,CB
65420,"Adamov,,Královský Vrch",CZ,CB
33,Adamov,CZ,KH
44106,"Adorf,,Bahnhof",D,
39,"Adršpach,Dolní Adršpach,odb.Zdoňov",CZ,NA
41,"Adršpach,Dolní Adršpach,skály",CZ,NA
38,"Adršpach,Dolní Adršpach,zámek",CZ,NA
40,"Adršpach,Horní Adršpach,žel.zast.",CZ,NA
64299,"Aigenstadel,,B12",D,
65481,"Aichach,,Bäckerei Zametzer",D,
51816,"Ainaži,,CLO",LV,
54435,"Albita,,ZOLL",RO,
62,"Albrechtice nad Orlicí,,Borek",CZ,RK
59,"Albrechtice nad Orlicí,,obchodní centrum",CZ,RK
23661,"Albrechtice nad Orlicí,,odb.Nová Ves",CZ,RK
61,"Albrechtice nad Orlicí,,1.máje",CZ,RK
65,"Albrechtice nad Vltavou,Chřešťovice",CZ,PI
67,"Albrechtice nad Vltavou,Jehnědno,U křížku",CZ,PI
66,"Albrechtice nad Vltavou,Jehnědno",CZ,PI
68,"Albrechtice nad Vltavou,Nový Dvůr",CZ,PI
64,"Albrechtice nad Vltavou,,rozc.0.3",CZ,PI
70,"Albrechtice nad Vltavou,Údraž,chalupy",CZ,PI
69,"Albrechtice nad Vltavou,Údraž",CZ,PI
72,"Albrechtice nad Vltavou,Újezd,II",CZ,PI
71,"Albrechtice nad Vltavou,Újezd",CZ,PI
75,"Albrechtice nad Vltavou,Všeteč,rozc.",CZ,PI
63,Albrechtice nad Vltavou,CZ,PI
78,"Albrechtice v Jizerských horách,,Jizerka",CZ,JN
77,"Albrechtice v Jizerských horách,,pomník",CZ,JN
76,"Albrechtice v Jizerských horách,,pošta",CZ,JN
63018,"Albrechtice v Jizerských horách,,škola",CZ,JN
43,"Albrechtice,,dvůr Červenky",CZ,KA
44,"Albrechtice,,nákupní středisko",CZ,KA
51,"Albrechtice,Pardubice",CZ,KA
45,"Albrechtice,,sídliště",CZ,KA
46,"Albrechtice,,střed",CZ,KA
47,"Albrechtice,,u hráze",CZ,KA
48,"Albrechtice,,vodojem",CZ,KA
26968,"Albrechtice,,Wawreczka",CZ,KA
49,"Albrechtice,,Zámostí",CZ,KA
50,"Albrechtice,,žel.st.",CZ,KA
52,"Albrechtice,,bytovky",CZ,UO
53,"Albrechtice,,hor.konec",CZ,UO
54,"Albrechtice,,křiž.",CZ,UO
55,"Albrechtice,,ObÚ",CZ,UO
56,"Albrechtice,,ozdravovna",CZ,UO
57,"Albrechtice,,u splavu",CZ,UO
79,"Albrechtičky,,Jednota",CZ,NJ
80,"Albrechtičky,,mateřská škola",CZ,NJ
64559,Almosenreuth,D,
94,Alojzov,CZ,PV
50448,"Altenberg,,Bahnhof",D,
64163,"Altenberg,,Pl des Bergmanns",D,
64164,"Altenberg,,Zinnwalder Strasse",D,
99,"Amsterdam,,Schiphol Airport",NL,
66186,"Amsterdam,,Sloterdijk",NL,
105,"Andělská Hora,,aut.st.",CZ,BR
106,"Andělská Hora,Pustá Rudná,samota",CZ,BR
108,"Andělská Hora,,Dolní obec",CZ,KV
109,"Andělská Hora,,hor.obec",CZ,KV
110,"Andělská Hora,,chaty",CZ,KV
111,"Andělská Hora,,rozc.",CZ,KV
68268,"Anenii Noi,,aut.nádr.",MD,
119,"Anenská Studánka,,Domov u studánky",CZ,UO
120,"Anenská Studánka,,křiž.",CZ,UO
120,"Anenská Studánka,,rozc.",CZ,UO
121,"Anenská Studánka,,žel.zast.",CZ,UO
63665,"Annaberg-Buchholz,,Bahnhofstr.",D,
50280,"Annaberg-Buchholz,,Busbahnhof",D,
63667,"Annaberg-Buchholz,,Gerisch Ruh",D,
63668,"Annaberg-Buchholz,,RVE",D,
63664,"Annaberg-Buchholz,,Turnhalle",D,
63666,"Annaberg-Buchholz,,Unterer Bahnhof",D,
47900,"Annecy,,gare rout.-rue de l'Industrie",F,
66548,"Arad,,autogara Pletl",RO,
64428,"Arad,,autogara Transdara",RO,
54659,"Arber Bergbahn,,Talstation",D,
66138,"Arhus,,Busholdepladsen Parcarea turistic",DK,
137,Archlebov,CZ,HO
67886,"Arlanda,,Airport Terminal 4 & 5",S,
54829,"Arnbruck,,Dorfplatz",D,
51827,"Arneštovice,,křiž.0.2",CZ,PE
67204,"Arneštovice,,rozc.Krasolesí",CZ,PE
140,Arneštovice,CZ,PE
141,"Arnhem,,Centr.St.Uitgang Sonsbeek",NL,
65160,"Arnhem,,C.S. Sonsbeek exit",NL,
659,"Arnoldstein,,ZOLL",A,
142,Arnolec,CZ,JI
17396,"Arnoltice,,u Pajonků",CZ,DC
143,Arnoltice,CZ,DC
54827,"Arrach,,Bahnhof",D,
148,"Ártánd,,oh.ZOLL",H,
168,"Aš,,CLO",CZ,CH
171,"Aš,Dolní Paseky,rozc.",CZ,CH
170,"Aš,Dolní Paseky",CZ,CH
172,"Aš,Doubrava",CZ,CH
157,"Aš,,garáže",CZ,CH
174,"Aš,Horní Paseky,rozc.",CZ,CH
173,"Aš,Horní Paseky",CZ,CH
158,"Aš,,hřbitov točna",CZ,CH
45644,"Aš,,Chebská",CZ,CH
159,"Aš,,Janáčkova křiž.",CZ,CH
160,"Aš,,kino",CZ,CH
176,"Aš,Kopaniny,rest.",CZ,CH
175,"Aš,Kopaniny",CZ,CH
161,"Aš,,Krajka",CZ,CH
162,"Aš,,Kvapilova potraviny",CZ,CH
163,"Aš,,Lidový dům",CZ,CH
178,"Aš,Mokřiny,Dolní Mokřiny",CZ,CH
179,"Aš,Mokřiny,domky",CZ,CH
180,"Aš,Mokřiny,rozc.",CZ,CH
181,"Aš,Mokřiny,škola",CZ,CH
177,"Aš,Mokřiny",CZ,CH
182,"Aš,Nebesa",CZ,CH
165,"Aš,,Nemocniční sídl.",CZ,CH
164,"Aš,,nem.",CZ,CH
185,"Aš,Nový Žďár",CZ,CH
48694,"Aš,,Palackého",CZ,CH
43046,"Aš,,přádelna Okružní",CZ,CH
43043,"Aš,,rozc.slévárna",CZ,CH
45645,"Aš,,Saská",CZ,CH
167,"Aš,,sídliště",CZ,CH
43044,"Aš,,Střelnice",CZ,CH
43047,"Aš,,Studentská",CZ,CH
45646,"Aš,,Tosta ředitelství",CZ,CH
187,"Aš,Vernéřov,rozc.",CZ,CH
186,"Aš,Vernéřov",CZ,CH
43045,"Aš,,ZDM",CZ,CH
43048,"Aš,,ZŠ Okružní",CZ,CH
43049,"Aš,,žel.st.město",CZ,CH
169,"Aš,,žel.st.",CZ,CH
155,"Aš,,2.ZŠ Hlávkova",CZ,CH
56547,"Athens,,ul.Lagoumitzi 65 N.Kosmos",GR,
63223,"Augsburg,,Fernbushaltestelle Biberbachstraße",D,
66927,"Augustów,,Dom Nauczyciela",PL,
66928,"Augustów,,Wojska Polskiego",PL,
65544,"Au,,ZOLL",CH,
64298,"Aussernbrünst,,B12",D,
66904,"Avignon,,Le Pontet(Le Lac)",F,
66940,"Babberick,,ZOLL",NL,
208,"Babice nad Svitavou,,dol.zast.",CZ,BO
209,"Babice nad Svitavou,,hor.zast.",CZ,BO
65668,"Babice nad Svitavou,,žel.st.",CZ,BO
211,Babice u Rosic,CZ,BO
15424,"Babice,,kostel",CZ,HK
15425,"Babice,,Nová Ves",CZ,HK
196,"Babice,,čekárna",CZ,OL
197,"Babice,,spín.st.",CZ,OL
199,"Babice,,Babičky",CZ,PH
55771,"Babice,,u hřiště",CZ,PH
198,Babice,CZ,PH
201,"Babice,Zvěřetice,rozc.1.0",CZ,PT
200,Babice,CZ,PT
203,"Babice,Bolíkovice",CZ,TR
202,Babice,CZ,TR
205,"Babice,Cerony",CZ,UH
206,"Babice,,hřbitov",CZ,UH
53385,"Babice,,pošta",CZ,UH
207,"Babice,,ZD",CZ,UH
204,Babice,CZ,UH
51064,"Babylon,,Hadrovec",CZ,DO
225,"Babylon,,hotel Belveder",CZ,DO
226,"Babylon,,hotel Bohmann",CZ,DO
228,"Babylon,,koupaliště",CZ,DO
64592,Bäckerreuth,D,
51087,"Bácovice,,rozc.0.5",CZ,PE
230,"Bácovice,,rozc.1.0",CZ,PE
240,"Bačalky,,horní",CZ,JC
242,"Bačalky,Lično",CZ,JC
241,"Bačalky,,střed",CZ,JC
244,"Bačetín,,Brtva",CZ,RK
243,"Bačetín,,ObÚ",CZ,RK
245,"Bačetín,,odb.Sudín",CZ,RK
247,"Bačetín,Sudín,farma",CZ,RK
251,"Bačice,Udeřice,rozc.1.0",CZ,TR
53915,"Bačice,Udeřice,točna",CZ,TR
254,"Bačkov,,II",CZ,HB
253,"Bačkov,,I",CZ,HB
67136,"Bačkov,,rozc.Lubno",CZ,HB
255,Bačkovice,CZ,TR
65155,"Bad Bentheim,,ZOLL",D,
51034,"Bad Elster,,Badstrasse",D,
48628,"Bad Elster,,Rosengarten",D,
51035,"Bad Elster,,R.-Schminke-Str.",D,
44108,"Bad Elster,,Wagenhalle",D,
51033,"Bad Elster,,Wettiner Hof",D,
51036,"Bad Elster,,ZOLL",D,
67076,"Bad Füssing,,Kurhausstraße Parkplatz Nord",D,
65154,"Bad Oeynhausen,,ZOB",D,
258,"Bad Reichenhall,,ZOLL",D,
65402,"Bad Schandau,,přístaviště Stadt",D,
65413,"Baden-Baden,,Bahnhof",D,
57736,"Bahratal,,grenzübergang",D,
58437,"Bahratal,,ZOLL",D,
67238,"Bachmut,,AS",UA,
301,"Bakov nad Jizerou,Buda",CZ,MB
302,"Bakov nad Jizerou,Horka",CZ,MB
303,"Bakov nad Jizerou,Chudoplesy",CZ,MB
298,"Bakov nad Jizerou,,Komenského sady",CZ,MB
304,"Bakov nad Jizerou,Malá Bělá,mlýn",CZ,MB
305,"Bakov nad Jizerou,Malá Bělá,U splávku",CZ,MB
297,"Bakov nad Jizerou,,nám.",CZ,MB
299,"Bakov nad Jizerou,Podhradí,žel.st.",CZ,MB
306,"Bakov nad Jizerou,Podhradí",CZ,MB
307,"Bakov nad Jizerou,,Pražská",CZ,MB
308,"Bakov nad Jizerou,,Trenčín",CZ,MB
309,"Bakov nad Jizerou,Velký Rečkov",CZ,MB
310,"Bakov nad Jizerou,Zájezdy",CZ,MB
64375,"Bakov nad Jizerou,Zvířetice",CZ,MB
300,"Bakov nad Jizerou,,žel.zast.",CZ,MB
50803,"Baliny,,rozc.2.0",CZ,ZR
319,Baliny,CZ,ZR
63056,"Balkova Lhota,,Černý Les",CZ,TA
322,"Balkova Lhota,,Knížata rozc.1.0",CZ,TA
323,"Balkova Lhota,,Výrec",CZ,TA
321,Balkova Lhota,CZ,TA
66156,"Balta,,AS",UA,
328,"Banín,,Jednota",CZ,SY
328,"Banín,,obecní úřad",CZ,SY
329,"Banín,,statek",CZ,SY
51860,"Bannewitz,,Windbergstrasse",D,
353,"Bánovce nad Bebravou,,AS",SK,BN
338,"Bánov,,Dřevoděl",CZ,UH
339,"Bánov,,náměstí",CZ,UH
54664,"Bánov,,Obecní úřad",CZ,UH
340,"Bánov,,u kapličky",CZ,UH
387,Báňovice,CZ,JH
397,"Banská Bystrica,,AS",SK,BB
428,"Banská Bystrica,,Štadlerovo nábr.",SK,BB
54638,"Banská Bystrica,,žel.st.",SK,BB
492,Bantice,CZ,ZN
67243,Baranovichi,BY,
50345,"Barcelona,,est.de autobuses Norte",E,
65396,"Bardonnex,,ZOLL",CH,
63672,"Bärenstein,Kühlberg,B 95",D,
63671,"Bärenstein,,Ortseingang",D,
63670,"Bärenstein,,Turnhalle",D,
63669,"Bärenstein,,ZOLL",D,
508,"Barchov,,ObÚ",CZ,HK
509,"Barchov,,ObÚ",CZ,PA
511,"Barchov,Veselá",CZ,PA
511,"Barchov,,Veselá",CZ,PA
509,Barchov,CZ,PA
513,"Barchovice,Hryzely",CZ,KO
63278,"Barchovice,,ObÚ",CZ,KO
516,"Barchovice,Radlice,rozc.",CZ,KO
515,"Barchovice,Radlice",CZ,KO
512,Barchovice,CZ,KO
528,"Bartošovice v Orlických horách,,horní",CZ,RK
65768,"Bartošovice v Orlických horách,,Kopeček",CZ,RK
532,"Bartošovice v Orlických horách,,Neratov",CZ,RK
534,"Bartošovice v Orlických horách,,Nová Ves ch.Orlice",CZ,RK
535,"Bartošovice v Orlických horách,,Nová Ves kaple",CZ,RK
533,"Bartošovice v Orlických horách,,Nová Ves",CZ,RK
530,"Bartošovice v Orlických horách,,ObÚ",CZ,RK
536,"Bartošovice v Orlických horách,,Podlesí",CZ,RK
537,"Bartošovice v Orlických horách,Vrchní Orlice",CZ,RK
521,"Bartošovice,,horní konec",CZ,NJ
526,"Bartošovice,Hukovice,Jednota",CZ,NJ
527,"Bartošovice,Hukovice,sídliště",CZ,NJ
522,"Bartošovice,,Jednota horní",CZ,NJ
523,"Bartošovice,,obecní úřad",CZ,NJ
524,"Bartošovice,,rozc.k pískovně",CZ,NJ
525,"Bartošovice,,u žel.mostu",CZ,NJ
538,Bartoušov,CZ,HB
543,"Bařice-Velké Těšany,Bařice,škola",CZ,KM
542,"Bařice-Velké Těšany,Bařice",CZ,KM
544,"Bařice-Velké Těšany,Vel.Těšany,rozc.",CZ,KM
545,"Bařice-Velké Těšany,Vel.Těšany,točna",CZ,KM
15683,"Basel,,Meret Oppenheim-Strasse",CH,
49312,"Basel,,Weil am Rhein Autobahn ZOLL",CH,
551,"Baška,Hodoňovice,Kamenec",CZ,FM
553,"Baška,Hodoňovice,škola",CZ,FM
554,"Baška,Hodoňovice,transformátor",CZ,FM
555,"Baška,Kunčičky u Bašky,rozc.Baška",CZ,FM
556,"Baška,Kunčičky u Bašky,škola",CZ,FM
557,"Baška,Kunčičky u Bašky,U Stonavských",CZ,FM
53700,"Baška,,Malá Baška",CZ,FM
52946,"Baška,,Obecní úřad",CZ,FM
547,"Baška,,rozc.Janovice",CZ,FM
548,"Baška,,střed",CZ,FM
549,"Baška,,u cihelny",CZ,FM
550,"Baška,,žel.st.",CZ,FM
559,Bašnice,CZ,JC
561,"Bašť,,Baštěk",CZ,PH
53280,"Bašť,,Měšická",CZ,PH
560,Bašť,CZ,PH
49068,"Batelov,Bezděčín,obec",CZ,JI
567,"Batelov,Bezděčín",CZ,JI
562,"Batelov,,lihovar",CZ,JI
568,"Batelov,Lovětín",CZ,JI
563,"Batelov,,Motorpal",CZ,JI
564,"Batelov,,nám.",CZ,JI
569,"Batelov,Nová Ves",CZ,JI
571,"Batelov,Rácov,samota",CZ,JI
570,"Batelov,Rácov",CZ,JI
565,"Batelov,,škola",CZ,JI
566,"Batelov,,žel.st.",CZ,JI
579,"Batňovice,,kostel",CZ,TU
578,"Batňovice,,Na Mýtě",CZ,TU
577,"Batňovice,,ObÚ",CZ,TU
576,"Batňovice,,Verpán",CZ,TU
55779,"Battonya,,ZOLL",H,
596,"Bauska,,aut.nádr.",LV,
50842,"Bautzen,,August-Bebel-Pl",D,
601,"Bavorov,Bavorovské Svob.Hory",CZ,ST
603,"Bavorov,Blanice,rozc.1.0",CZ,ST
604,"Bavorov,Čichtice",CZ,ST
607,"Bavorov,Leskovec",CZ,ST
598,"Bavorov,,nám.",CZ,ST
609,"Bavorov,Svinětice",CZ,ST
612,"Bavory,,rozc.",CZ,BV
611,Bavory,CZ,BV
614,"Bavoryně,,rozc.",CZ,BE
613,Bavoryně,CZ,BE
615,"Bayerische Eisenstein,,Bahnhof",D,
51997,"Bayerische Eisenstein,,Häusl",D,
51990,"Bayerische Eisenstein,,Jugendherberge",D,
616,"Bayerische Eisenstein,,Local-Bahn-Museum",D,
65458,"Bayerische Eisenstein,,Orstmitte",D,
62998,"Bayerische Eisenstein,,P-Grenzübergang",D,
64526,"Bayerische Eisenstein,,Schule",D,
62999,"Bayerische Eisenstein,,Sonnenhof",D,
63655,"Bayerische Eisenstein,,Tankstelle/Bahnhofstr.",D,
619,"Bayerische Eisenstein,,ZOLL",D,
59585,"Bayreuth,,Goethestraße",D,
624,"Bdeněves,,háj.",CZ,PS
623,Bdeněves,CZ,PS
625,Bdín,CZ,RA
632,Bečice,CZ,CB
633,Bečice,CZ,TA
640,"Bečov nad Teplou,Krásný Jez",CZ,KV
638,"Bečov nad Teplou,,nám.",CZ,KV
641,"Bečov nad Teplou,Vodná",CZ,KV
639,"Bečov nad Teplou,,žel.st.",CZ,KV
637,Bečov nad Teplou,CZ,KV
634,Bečov,CZ,MO
646,"Bečváry,Červený Hrádek",CZ,KO
650,"Bečváry,,Dolní Jelčany",CZ,KO
648,"Bečváry,Hatě",CZ,KO
649,"Bečváry,Horní Jelčany",CZ,KO
652,"Bečváry,Poďousy,rozc.",CZ,KO
651,"Bečváry,Poďousy",CZ,KO
644,"Bečváry,,žel.st.",CZ,KO
642,Bečváry,CZ,KO
654,"Bedihošť,,ZŠ",CZ,PV
653,Bedihošť,CZ,PV
58575,"Bednárec,,Kop.myslivna",CZ,JH
655,Bednárec,CZ,JH
657,Bednáreček,CZ,JH
658,Bedřichov,CZ,BK
660,"Bedřichov,,centrální parkoviště",CZ,JN
68142,"Bedřichov,,Maliník otočka",CZ,JN
661,"Bedřichov,,Maliník",CZ,JN
662,"Bedřichov,,odb.",CZ,JN
66700,"Bedřichov,,stadion",CZ,JN
51765,"Bedřichov,,u bowlingu",CZ,JN
51764,"Bedřichov,,u obecního úřadu",CZ,JN
51766,"Bedřichov,,úpravna vody",CZ,JN
68141,"Bedřichov,,Vládní cesta",CZ,JN
66943,"Beelen,,Marktplatz",D,
668,Běhařov,CZ,KT
669,"Běhařovice,,ObÚ",CZ,ZN
670,"Běhařovice,Ratišovice",CZ,ZN
672,"Běhařovice,Stupešice,prodejna",CZ,ZN
673,Běchary,CZ,JC
675,"Bechlín,,ObÚ",CZ,LT
51984,"Bechlín,Předonín,košíkárna",CZ,LT
28577,"Bechlín,Předonín,vinice",CZ,LT
28576,"Bechlín,Předonín",CZ,LT
676,"Bechlín,,u Čtvrtečků",CZ,LT
677,"Bechyně,,aut.nádr.",CZ,TA
688,"Bechyně,Hvožďany,Hemera",CZ,TA
689,"Bechyně,Hvožďany,Plechamr",CZ,TA
687,"Bechyně,Hvožďany",CZ,TA
681,"Bechyně,,keramické záv.",CZ,TA
50567,"Bechyně,,Michalská ul.",CZ,TA
685,"Bechyně,,Písecká",CZ,TA
690,"Bechyně,Senožaty",CZ,TA
691,"Bechyně,,Šternberk",CZ,TA
49776,"Bechyně,,žel.st.",CZ,TA
45723,"Bělá nad Radbuzou,Bystřice",CZ,DO
720,"Bělá nad Radbuzou,Čečín",CZ,DO
715,"Bělá nad Radbuzou,,KOVOBEL",CZ,DO
45657,"Bělá nad Radbuzou,,město",CZ,DO
45658,"Bělá nad Radbuzou,,nádr.",CZ,DO
45659,"Bělá nad Radbuzou,,rozc.kaplička",CZ,DO
717,"Bělá nad Radbuzou,,rozc.Železná",CZ,DO
45661,"Bělá nad Radbuzou,Smolov,Hvozd",CZ,DO
45662,"Bělá nad Radbuzou,Smolov,Chrz",CZ,DO
45663,"Bělá nad Radbuzou,Smolov,konzum",CZ,DO
45664,"Bělá nad Radbuzou,Smolov,statek",CZ,DO
66990,"Bělá nad Radbuzou,Újezd Sv.Kříže,bytovky",CZ,DO
46583,"Bělá nad Radbuzou,Újezd Sv.Kříže,lom",CZ,DO
728,"Bělá nad Radbuzou,Železná",CZ,DO
731,"Bělá nad Svitavou,,Amerika",CZ,SY
729,"Bělá nad Svitavou,,dolní",CZ,SY
730,"Bělá nad Svitavou,,horní",CZ,SY
731,"Bělá nad Svitavou,,kuželna",CZ,SY
733,"Bělá nad Svitavou,,prodejna",CZ,SY
732,"Bělá nad Svitavou,,rozc.",CZ,SY
733,"Bělá nad Svitavou,,samoobsluha",CZ,SY
744,"Bělá pod Bezdězem,,Atmos",CZ,MB
757,"Bělá pod Bezdězem,Bezdědice,odb.",CZ,MB
756,"Bělá pod Bezdězem,Bezdědice",CZ,MB
761,"Bělá pod Bezdězem,Březinka,Valovická",CZ,MB
759,"Bělá pod Bezdězem,Březinka",CZ,MB
736,"Bělá pod Bezdězem,,Dřevařská",CZ,MB
762,"Bělá pod Bezdězem,Hlínoviště,přední",CZ,MB
763,"Bělá pod Bezdězem,Hlínoviště,zadní",CZ,MB
764,"Bělá pod Bezdězem,,Jezová",CZ,MB
747,"Bělá pod Bezdězem,,Malý Rečkov",CZ,MB
739,"Bělá pod Bezdězem,,Na Výsluní",CZ,MB
738,"Bělá pod Bezdězem,,Nádražní",CZ,MB
740,"Bělá pod Bezdězem,,nám.",CZ,MB
742,"Bělá pod Bezdězem,,papírny",CZ,MB
749,"Bělá pod Bezdězem,,Pražská",CZ,MB
748,"Bělá pod Bezdězem,,Šubrtov",CZ,MB
750,"Bělá pod Bezdězem,,u kapličky",CZ,MB
751,"Bělá pod Bezdězem,,U koníčka",CZ,MB
752,"Bělá pod Bezdězem,,u továrny",CZ,MB
753,"Bělá pod Bezdězem,,Vazačka",CZ,MB
755,"Bělá pod Bezdězem,,žel.st.",CZ,MB
774,"Bělá pod Pradědem,Adolfovice,Mlýnky",CZ,JE
775,"Bělá pod Pradědem,Adolfovice,most",CZ,JE
64348,"Bělá pod Pradědem,Domašov,č.p.476",CZ,JE
765,"Bělá pod Pradědem,Domašov,háj.",CZ,JE
26971,"Bělá pod Pradědem,Domašov,kostel",CZ,JE
767,"Bělá pod Pradědem,Domašov,ObÚ",CZ,JE
769,"Bělá pod Pradědem,Domašov,polesí",CZ,JE
768,"Bělá pod Pradědem,Domašov,rozc.",CZ,JE
772,"Bělá pod Pradědem,Domašov,záv.",CZ,JE
776,"Bělá pod Pradědem,Filipovice,Stará pošta",CZ,JE
766,"Bělá pod Pradědem,,konečná",CZ,JE
771,"Bělá pod Pradědem,,Videlský kříž",CZ,JE
773,"Bělá pod Pradědem,,vodopády",CZ,JE
777,"Bělá u Jevíčka,,prodejna",CZ,SY
779,"Bělá u Jevíčka,Smolná,rozc. k sanatoriu",CZ,SY
779,"Bělá u Jevíčka,Smolná,rozc.k léčebně",CZ,SY
778,"Bělá u Jevíčka,Smolná,rozc.",CZ,SY
778,"Bělá u Jevíčka,Smolná",CZ,SY
777,Bělá u Jevíčka,CZ,SY
693,"Bělá,Tasice",CZ,HB
692,Bělá,CZ,HB
695,"Bělá,,střed",CZ,OP
697,"Bělá,,rozc.1.0",CZ,PE
696,Bělá,CZ,PE
47824,"Bělá,,II",CZ,SM
47823,"Bělá,,I",CZ,SM
48696,"Bělá,,u mostu",CZ,SM
806,"Bělčice,Hostišovice,u rybníka",CZ,ST
804,"Bělčice,Hostišovice",CZ,ST
799,"Bělčice,,nám.",CZ,ST
67650,"Bělčice,,Podruhelská",CZ,ST
807,"Bělčice,Podruhlí",CZ,ST
808,"Bělčice,Tisov",CZ,ST
801,"Bělčice,,u knihovny",CZ,ST
810,"Bělčice,Újezdec,mlýn",CZ,ST
809,"Bělčice,Újezdec",CZ,ST
812,"Bělčice,Záhrobí,cihelna",CZ,ST
813,"Bělčice,Záhrobí,rozc.1.0",CZ,ST
811,"Bělčice,Záhrobí",CZ,ST
814,"Bělčice,Závišín",CZ,ST
803,"Bělčice,,ZD",CZ,ST
800,"Bělčice,,žel.st.",CZ,ST
36619,"Běleč nad Orlicí,,Borek",CZ,HK
822,"Běleč nad Orlicí,,náves",CZ,HK
816,"Běleč,,dolní konec",CZ,BO
817,"Běleč,Křeptov",CZ,BO
815,Běleč,CZ,BO
818,Běleč,CZ,KD
820,"Běleč,Bzová,rozc.",CZ,TA
821,"Běleč,Elbančice,rozc.1.0",CZ,TA
819,Běleč,CZ,TA
67443,"Belfort,,Avenue Fauborg de Montbéliard",F,
829,"Bělkovice-Lašťany,Bělkovice",CZ,OL
47825,"Bělkovice-Lašťany,,Bělk.údolí rozc.",CZ,OL
832,"Bělkovice-Lašťany,Lašťany,garáž",CZ,OL
831,"Bělkovice-Lašťany,Lašťany,Hostinec",CZ,OL
833,"Bělkovice-Lašťany,Lašťany,pod lipami",CZ,OL
63924,Běloky,CZ,KD
839,"Bělotín,,horní konec",CZ,PR
17013,"Bělotín,Kunčice,střed",CZ,PR
53548,"Bělotín,Lučice,dolní konec",CZ,PR
844,"Bělotín,Lučice,rozc.",CZ,PR
845,"Bělotín,Lučice,škola",CZ,PR
846,"Bělotín,Nejdek,Boží muka",CZ,PR
847,"Bělotín,Nejdek,mlýn",CZ,PR
848,"Bělotín,Nejdek,Sv.Jan Nepomucký",CZ,PR
842,"Bělotín,,rozc.Kunčice",CZ,PR
841,"Bělotín,,rozc.Nejdek",CZ,PR
840,"Bělotín,,střed",CZ,PR
849,"Bělov,,točna",CZ,ZL
872,"Bělušice,,Na dolejšku",CZ,KO
871,Bělušice,CZ,KO
665,"Bělušice,Bedřichův Světec,rozc.",CZ,MO
664,"Bělušice,Bedřichův Světec",CZ,MO
55770,"Bělušice,,ObÚ",CZ,MO
24475,"Bělušice,Odolice,osada",CZ,MO
24477,"Bělušice,Odolice,rozc.",CZ,MO
874,"Bělušice,,rozc.1.0",CZ,MO
873,Bělušice,CZ,MO
3923,"Benátky nad Bystřicí,,Čepro",CZ,HK
883,"Benátky nad Bystřicí,,Rybníček",CZ,HK
52658,"Benátky nad Bystřicí,,u křížku",CZ,HK
884,"Benátky nad Jizerou,,aut.st.",CZ,MB
892,"Benátky nad Jizerou,Dražice,dvůr",CZ,MB
893,"Benátky nad Jizerou,Dražice,Na Štěpničce",CZ,MB
894,"Benátky nad Jizerou,Dražice,závod",CZ,MB
888,"Benátky nad Jizerou,,Dražická",CZ,MB
885,"Benátky nad Jizerou,,Husovo nám.",CZ,MB
895,"Benátky nad Jizerou,Kbel",CZ,MB
886,"Benátky nad Jizerou,,nám.17.listopadu",CZ,MB
896,"Benátky nad Jizerou,,Obodř",CZ,MB
897,"Benátky nad Jizerou,,Ovčín",CZ,MB
887,"Benátky nad Jizerou,,rozc.Sedlec",CZ,MB
891,"Benátky nad Jizerou,,Soumarova",CZ,MB
890,"Benátky nad Jizerou,,u hřbitova",CZ,MB
889,"Benátky nad Jizerou,,Vaněčkova",CZ,MB
881,Benátky,CZ,SY
68269,"Bender,,aut.nádr.",MD,
902,"Benecko,Dolní Štěpanice,host.u Šmídů",CZ,SM
903,"Benecko,Dolní Štěpanice,kampelička",CZ,SM
904,"Benecko,Dolní Štěpanice,Pod hradem",CZ,SM
905,"Benecko,Dolní Štěpanice,škola",CZ,SM
906,"Benecko,Dolní Štěpanice,u mostu",CZ,SM
898,"Benecko,,Hančova bouda",CZ,SM
899,"Benecko,,hotel Kubát",CZ,SM
907,"Benecko,Mrklov,has.zbroj.",CZ,SM
908,"Benecko,Mrklov,na Křížovkách",CZ,SM
909,"Benecko,Mrklov,u Bubeníků",CZ,SM
66365,"Benecko,,ObÚ",CZ,SM
900,"Benecko,,Skalka",CZ,SM
910,"Benecko,Štěpanická Lhota,Alfonska",CZ,SM
911,"Benecko,Štěpanická Lhota,Prakovice",CZ,SM
912,"Benecko,Štěpanická Lhota,u lomu",CZ,SM
